bucket,scientific_name,common_name,description
VeryRare,Murex trapa,rare spined murex,rare spined murex: marine invertebrate found on coral reefs
VeryRare,Cypraea pantherina,panther cowrie,panther cowrie: marine invertebrate found on coral reefs
VeryRare,Drupella rugosa,harmonious drupe,harmonious drupe: marine invertebrate found on coral reefs
VeryRare,Glossodoris rufomarginata,Rufomarginata,"Rufomarginata: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Gymnothorax flavimarginatus,Yellow-edged moray,"Yellow-edged moray, Yellow Margin Moray: snake-like body, no pectoral fins, constantly gaping mouth showing teeth, patterns vary"
VeryRare,Conus distans,Distans,Distans: marine invertebrate found on coral reefs
VeryRare,Chicoreus territus,Territus,Territus: marine invertebrate found on coral reefs
VeryRare,Erronea pyriformis,Pyriformis,Pyriformis: marine invertebrate found on coral reefs
VeryRare,Conus chaldaeus,astrologer's cone,astrologer's cone: marine invertebrate found on coral reefs
VeryRare,Gomphosus caeruleus,Checkerboard wrasse,"Checkerboard wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Delectopecten alcocki,Alcocki,Alcocki: marine invertebrate found on coral reefs
VeryRare,Talparia talpa,mole cowrie,mole cowrie: marine invertebrate found on coral reefs
VeryRare,Forcipiger flavissimus,Forceps fish,"Forceps fish, Longnose butterfly fish, Longnose butterflyfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Conus tessulatus,tessellate cone,tessellate cone: marine invertebrate found on coral reefs
VeryRare,Diodon liturosus,Blackblotched Porcupinefish,"Blackblotched Porcupinefish, Black-blotched porcupinefish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Tricornis tricornis,three-cornered conch,three-cornered conch: marine invertebrate found on coral reefs
VeryRare,Morula spinosa,Spinosa,Spinosa: marine invertebrate found on coral reefs
VeryRare,Lentigo lentiginosus,silver conch,silver conch: marine invertebrate found on coral reefs
VeryRare,Monotaxis heterodon,Redfin Emperor,"Redfin Emperor: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Lutjanus bohar,Red Snapper,"Red Snapper, Two-spot red snapper: medium-sized fish with sloping head profile, often reddish or yellowish, forked tail"
VeryRare,Gibberulus gibberulus,hump-back conch,hump-back conch: marine invertebrate found on coral reefs
VeryRare,Thaumoctopus mimicus,mimic octopus,"mimic octopus: eight arms with suckers, large intelligent eyes, highly textured skin that changes color"
VeryRare,Uroteuthis duvaucelii,Indian squid,"Indian squid: torpedo-shaped squid with triangular fins, ten arms, large eyes"
VeryRare,Scarus prasiognathos,Singapore parrotfish,"Singapore parrotfish: robust colorful fish with fused beak-like teeth, often blue, green, or pink coloring"
VeryRare,Metopograpsus messor,alamihi,alamihi: marine invertebrate found on coral reefs
VeryRare,Pseudobalistes flavimarginatus,Giant Triggerfish,"Giant Triggerfish, Yellowmargin triggerfish: oval-shaped fish with tough skin, small mouth with strong teeth, can lock dorsal spine"
VeryRare,Taeniurops meyeni,Blotched fantail ray,"Blotched fantail ray, Round ribbontail ray: flat diamond-shaped ray with whip-like tail, smooth body, spiracles behind eyes"
VeryRare,Naria labrolineata,Labrolineata,Labrolineata: marine invertebrate found on coral reefs
VeryRare,Pomacentrus indicus,Indian damsel,"Indian damsel: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Sufflamen bursa,Scythe Triggerfish,"Scythe Triggerfish, Boomerang triggerfish: oval-shaped fish with tough skin, small mouth with strong teeth, can lock dorsal spine"
VeryRare,Parupeneus barberinus,Dot-dash Goatfish,"Dot-dash Goatfish, Dash-and-dot goatfish: elongated fish with pair of sensory barbels under chin, often pinkish or yellowish"
VeryRare,Arothron nigropunctatus,Blackspotted puffer,"Blackspotted puffer: rounded fish that can inflate with water, beak-like fused teeth, often spotted"
VeryRare,Hypselodoris decorata,Triple-banded Split-tooth Dorid,"Triple-banded Split-tooth Dorid: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Conus imperialis,Imperial cone,Imperial cone: marine invertebrate found on coral reefs
VeryRare,Cheilinus trilobatus,Tripletail wrasse,"Tripletail wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Rhincodon typus,Whale Shark,"enormous filter-feeding shark with dark blue-grey body covered in white spots and pale vertical stripes, wide flat head, huge terminal mouth"
VeryRare,Gafrarium tumidum,Tumidum,Tumidum: marine invertebrate found on coral reefs
VeryRare,Naria turdus,pear-shaped cowrie,pear-shaped cowrie: marine invertebrate found on coral reefs
VeryRare,Laevichlamys squamosa,squamose scallop,squamose scallop: marine invertebrate found on coral reefs
VeryRare,Macolor macularis,Midnight snapper,"Midnight snapper: medium-sized fish with sloping head profile, often reddish or yellowish, forked tail"
VeryRare,Chaetodon lunula,Redstriped Butterflyfish,"Redstriped Butterflyfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Dascyllus carneus,Bluetop Dascyllus,"Bluetop Dascyllus: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Chromis viridis,Blue-green Chromis,"Blue-green Chromis: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Pterocaesio tile,Tricoloured Fusilier,"Tricoloured Fusilier, Dark-banded fusilier: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Gymnodoris inornata,Inornata,Inornata: marine invertebrate found on coral reefs
VeryRare,Lambis truncata,giant spider conch,giant spider conch: marine invertebrate found on coral reefs
VeryRare,Leptodius exaratus,Exaratus,Exaratus: marine invertebrate found on coral reefs
VeryRare,Kaloplocamus acutus,Acutus,Acutus: marine invertebrate found on coral reefs
VeryRare,Conus parvatus,Parvatus,Parvatus: marine invertebrate found on coral reefs
VeryRare,Naso hexacanthus,Black Unicornfish,"Black Unicornfish, Sleek unicornfish: oval compressed fish with small mouth, often blue or yellow, scalpel-like spine near tail"
VeryRare,Lambis millepeda,milleped spider conch,milleped spider conch: marine invertebrate found on coral reefs
VeryRare,Naso brachycentron,Humpback unicornfish,"Humpback unicornfish: oval compressed fish with small mouth, often blue or yellow, scalpel-like spine near tail"
VeryRare,Cryptopecten bernardi,Bernardi,Bernardi: marine invertebrate found on coral reefs
VeryRare,Pomacanthus xanthometopon,Bluefaced angelfish,"Bluefaced angelfish: laterally compressed fish with vivid colors, often with blue, yellow, or orange patterns, extended fins"
VeryRare,Gymnosarda unicolor,Dogtooth tuna,"Dogtooth tuna: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Chaetodon guttatissimus,Spotted Coralfish,"Spotted Coralfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Heniochus diphreutes,Pennantfish,"Pennantfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Variola louti,Chameleon Grouper,"Chameleon Grouper, Moontail seabass, Yellow-edged lyretail: robust stocky fish with large mouth, mottled coloring, heavy body"
VeryRare,Sargocentron caudimaculatum,Whitetail Squirrelfish,"Whitetail Squirrelfish, Silverspot squirrelfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Scarus scaber,Fivesaddle parrotfish,"Fivesaddle parrotfish: robust colorful fish with fused beak-like teeth, often blue, green, or pink coloring"
VeryRare,Pateobatis fai,Pink Whipray,"Pink Whipray: flat diamond-shaped ray with whip-like tail, smooth body, spiracles behind eyes"
VeryRare,Thalamita savignyi,Savignyi,"Savignyi: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Hipposcarus harid,Candelamoa parrotfish,"Candelamoa parrotfish: robust colorful fish with fused beak-like teeth, often blue, green, or pink coloring"
VeryRare,Aluterus scriptus,Scribbled Filefish,"Scribbled Filefish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Chicoreus capucinus,mangrove murex,mangrove murex: marine invertebrate found on coral reefs
VeryRare,Scarus psittacus,Palenose Parrotfish,"Palenose Parrotfish, Common parrotfish: robust colorful fish with fused beak-like teeth, often blue, green, or pink coloring"
VeryRare,Naria nebrites,false margined cowry,false margined cowry: marine invertebrate found on coral reefs
VeryRare,Zebrasoma scopas,Brushtail Surgeonfish,"Brushtail Surgeonfish, Twotone tang: oval compressed fish with small mouth, often blue or yellow, scalpel-like spine near tail"
VeryRare,Siganus stellatus,Brown-spotted spinefoot,"Brown-spotted spinefoot, Brownspotted spinefoot: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Phyllidia alyta,Four-lined Wart Slug,"Four-lined Wart Slug: rounded nudibranch with tubercles on back, often black and pink or yellow patterns"
VeryRare,Stenella longirostris,Spinner Dolphin,"Spinner Dolphin: streamlined grey body with dorsal fin, bottle-shaped snout, intelligent dark eyes"
VeryRare,Halgerda willeyi,Willeyi,Willeyi: marine invertebrate found on coral reefs
VeryRare,Chaetodon trifascialis,Chevroned Butterflyfish,"Chevroned Butterflyfish, Chevron butterflyfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Ecsenius minutus,Little Combtooth Blenny,"Little Combtooth Blenny: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Sufflamen chrysopterum,Halfmoon triggerfish,"Halfmoon triggerfish: oval-shaped fish with tough skin, small mouth with strong teeth, can lock dorsal spine"
VeryRare,Chaetodon citrinellus,Speckled Butterflyfish,"Speckled Butterflyfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Hemigymnus fasciatus,Barred thicklip,"Barred thicklip: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Gymnothorax favagineus,Blackspotted moray,"Blackspotted moray, Honeycomb moray: snake-like body, no pectoral fins, constantly gaping mouth showing teeth, patterns vary"
VeryRare,Thorunna halourga,Wide-margined Rainbow Dorid,"Wide-margined Rainbow Dorid: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Cirrhitichthys oxycephalus,Pixy Hawkfish,"Pixy Hawkfish, Coral hawkfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Pastinachus ater,Broad Cowtail Ray,"Broad Cowtail Ray: flat diamond-shaped ray with whip-like tail, smooth body, spiracles behind eyes"
VeryRare,Chaetodon triangulum,herringbone butterflyfish,"herringbone butterflyfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Anyperodon leucogrammicus,Slender grouper,"Slender grouper: robust stocky fish with large mouth, mottled coloring, heavy body"
VeryRare,Siganus corallinus,Blue-spotted spinefoot,"Blue-spotted spinefoot: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Parupeneus trifasciatus,Doublebar goatfish,"Doublebar goatfish: elongated fish with pair of sensory barbels under chin, often pinkish or yellowish"
VeryRare,Plectropomus laevis,Blacksaddled Coralgrouper,"Blacksaddled Coralgrouper: robust stocky fish with large mouth, mottled coloring, heavy body"
VeryRare,Cuapetes grandis,Grandis,"Grandis: translucent shrimp with long antennae, often with colored markings"
VeryRare,Epinephelus spilotoceps,Foursaddle grouper,"Foursaddle grouper: robust stocky fish with large mouth, mottled coloring, heavy body"
VeryRare,Acanthurus xanthopterus,Yellowfin surgeonfish,"Yellowfin surgeonfish: oval compressed fish with small mouth, often blue or yellow, scalpel-like spine near tail"
VeryRare,Heniochus monoceros,Masked Bannerfish,"Masked Bannerfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Amphioctopus aegina,marbled octopus,"marbled octopus: eight arms with suckers, large intelligent eyes, highly textured skin that changes color"
VeryRare,Gymnothorax undulatus,Undulated Moray,"Undulated Moray: snake-like body, no pectoral fins, constantly gaping mouth showing teeth, patterns vary"
VeryRare,Diodon hystrix,Porcupine Fish,"Porcupine Fish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Bursatella leachii,Ragged Seahare,Ragged Seahare: marine invertebrate found on coral reefs
VeryRare,Charybdis longicollis,Longicollis,"Longicollis: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Novaculichthys taeniourus,Masked Razorfish,"Masked Razorfish, Rockmover wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Ostracion meleagris,Spotted Boxfish,"Spotted Boxfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Contradusta walkeri,Walker's Cowry,Walker's Cowry: marine invertebrate found on coral reefs
VeryRare,Parupeneus macronemus,Long-barbel goatfish,"Long-barbel goatfish, Longbarbel goatfish: elongated fish with pair of sensory barbels under chin, often pinkish or yellowish"
VeryRare,Lethrinus erythracanthus,Orange-spotted emperor,"Orange-spotted emperor: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Lutjanus monostigma,Blackspot Snapper,"Blackspot Snapper, One-spot snapper, Onespot snapper: medium-sized fish with sloping head profile, often reddish or yellowish, forked tail"
VeryRare,Stethojulis albovittata,Bluelined wrasse,"Bluelined wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Aethaloperca rogaa,Redmouth grouper,"Redmouth grouper: robust stocky fish with large mouth, mottled coloring, heavy body"
VeryRare,Arothron meleagris,Spotted Puffer,"Spotted Puffer, Guineafowl puffer: rounded fish that can inflate with water, beak-like fused teeth, often spotted"
VeryRare,Cyclodius granulatus,Granulatus,Granulatus: marine invertebrate found on coral reefs
VeryRare,Parapercis hexophtalma,Speckled sandperch,"Speckled sandperch: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Lethrinus harak,Thumbprint emperor,"Thumbprint emperor: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Macolor niger,Black and white snapper,"Black and white snapper: medium-sized fish with sloping head profile, often reddish or yellowish, forked tail"
VeryRare,Chrysiptera biocellata,Twinspot damselfish,"Twinspot damselfish: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Caesio xanthonota,Yellowback fusilier,"Yellowback fusilier: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Kyphosus cinerascens,Highfin Chub,"Highfin Chub, Blue sea chub, Blue seachub: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Apolemichthys trimaculatus,Threespot angelfish,"Threespot angelfish: laterally compressed fish with vivid colors, often with blue, yellow, or orange patterns, extended fins"
VeryRare,Gymnothorax pictus,Peppered Moray,"Peppered Moray, Speckled sidereal moray: snake-like body, no pectoral fins, constantly gaping mouth showing teeth, patterns vary"
VeryRare,Centropyge multispinis,Dusky angelfish,"Dusky angelfish: laterally compressed fish with vivid colors, often with blue, yellow, or orange patterns, extended fins"
VeryRare,Chromis ternatensis,Golden Chromis,"Golden Chromis: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Chicoreus virgineus,virgin murex,virgin murex: marine invertebrate found on coral reefs
VeryRare,Mauritia grayana,Grayana,Grayana: marine invertebrate found on coral reefs
VeryRare,Canarium erythrinum,Erythrinum,Erythrinum: marine invertebrate found on coral reefs
VeryRare,Phyllidia rueppelii,Rueppelii,"Rueppelii: rounded nudibranch with tubercles on back, often black and pink or yellow patterns"
VeryRare,Bodianus diana,Diana's hogfish,"Diana's hogfish: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Portunus segnis,Segnis,"Segnis: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Grapsus albolineatus,mottled lightfoot crab,mottled lightfoot crab: marine invertebrate found on coral reefs
VeryRare,Plectorhinchus chaetodonoides,Harlequin Sweetlip,"Harlequin Sweetlip: oval fish with thick lips, often silvery with stripes, named for grunting sounds"
VeryRare,Gibberulus albus,Albus,Albus: marine invertebrate found on coral reefs
VeryRare,Etisus demani,Demani,Demani: marine invertebrate found on coral reefs
VeryRare,Aulostomus chinensis,Trumpetfish,"Trumpetfish, Chinese trumpetfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Pseudanthias evansi,purple wreckfish,"purple wreckfish: robust stocky fish with large mouth, mottled coloring, heavy body"
VeryRare,Lyncina camelopardalis,giraffe cowrie,giraffe cowrie: marine invertebrate found on coral reefs
VeryRare,Conus taeniatus,ringed cone,ringed cone: marine invertebrate found on coral reefs
VeryRare,Ancylomenes longicarpus,Longicarpus,"Longicarpus: translucent shrimp with long antennae, often with colored markings"
VeryRare,Myripristis adusta,Bronze Soldierfish,"Bronze Soldierfish, Shadowfin soldierfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Myripristis vittata,Whitetip Soldierfish,"Whitetip Soldierfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Parapenaeus fissuroides,Fissuroides,Fissuroides: marine invertebrate found on coral reefs
VeryRare,Exoclimenella sudanensis,Sudanensis,"Sudanensis: translucent shrimp with long antennae, often with colored markings"
VeryRare,Priacanthus hamrur,Crescent-tail Bigeye,"Crescent-tail Bigeye, Moontail bullseye: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Cirrhilabrus exquisitus,Exquisite wrasse,"Exquisite wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Pomacentrus caeruleus,Caerulean damsel,"Caerulean damsel: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Plectroglyphidodon lacrymatus,jewel damsel,"jewel damsel: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Coris formosa,Queen coris,"Queen coris: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Sepioteuthis lessoniana,Bigfin Reef Squid,"Bigfin Reef Squid: torpedo-shaped squid with triangular fins, ten arms, large eyes"
VeryRare,Murex forskoehlii,Forskoehlii,Forskoehlii: marine invertebrate found on coral reefs
VeryRare,Myripristis murdjan,Blotcheye Soldierfish,"Blotcheye Soldierfish, Pinecone soldierfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Pseudocheilinus hexataenia,Sixline Pigmy Wrasse,"Sixline Pigmy Wrasse, Sixline wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Scarus tricolor,Tricolour parrotfish,"Tricolour parrotfish: robust colorful fish with fused beak-like teeth, often blue, green, or pink coloring"
VeryRare,Thalamita poissonii,Poissonii,"Poissonii: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Cuapetes tenuipes,Tenuipes,"Tenuipes: translucent shrimp with long antennae, often with colored markings"
VeryRare,Corythoichthys haematopterus,Messmate pipefish,"Messmate pipefish: upright posture with horse-like head, prehensile tail, bony armor plating"
VeryRare,Valenciennea sexguttata,sixspot goby,"sixspot goby: small bottom-dwelling fish with fused pelvic fins forming suction disc, large head"
VeryRare,Epibulus insidiator,Sling-jaw wrasse,"Sling-jaw wrasse, Slingjaw wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Forcipiger longirostris,Longnose Butterflyfish,"Longnose Butterflyfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Pomacentrus chrysurus,whitetail damsel,"whitetail damsel: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Canthigaster bennetti,Bennett's Toby,"Bennett's Toby: rounded fish that can inflate with water, beak-like fused teeth, often spotted"
VeryRare,Phyllidia multifaria,Multifaria,"Multifaria: rounded nudibranch with tubercles on back, often black and pink or yellow patterns"
VeryRare,Pterois volitans,Lionfish,"striking lionfish with bold maroon and white stripes, elaborate fan-like venomous spines, feathery appendages"
VeryRare,Ctenochaetus truncatus,Squaretail Bristletooth,"Squaretail Bristletooth: oval compressed fish with small mouth, often blue or yellow, scalpel-like spine near tail"
VeryRare,Parapercis millepunctata,Brownspotted Sandperch,"Brownspotted Sandperch, Manyspotted sandperch: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Stegastes nigricans,Dusky Farmerfish,"Dusky Farmerfish: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Pterois radiata,Radial Firefish,"Radial Firefish, Clearfin turkeyfish: heavily camouflaged fish with venomous spines, elaborate fin rays, mottled coloring"
VeryRare,Thunnus albacares,Yellow-fin Tunny,"Yellow-fin Tunny: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Caranx sexfasciatus,Bigeye Jack,"Bigeye Jack, Bigeye trevally: powerful silvery fish with forked tail, streamlined body, large eyes"
VeryRare,Macropharyngodon bipartitus,Rare wrasse,"Rare wrasse, Vermiculate wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Bodianus axillaris,Axilspot hogfish,"Axilspot hogfish: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Conus pennaceus,feathered cone,feathered cone: marine invertebrate found on coral reefs
VeryRare,Mulloidichthys flavolineatus,Yellowstripe Goatfish,"Yellowstripe Goatfish: elongated fish with pair of sensory barbels under chin, often pinkish or yellowish"
VeryRare,Pomacentrus pavo,Peacock Damselfish,"Peacock Damselfish: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Prionace glauca,Blue Dog,"Blue Dog: sleek grey shark with streamlined body, white underside, prominent dorsal fin, dark eyes"
VeryRare,Paracirrhites arcatus,Arceye Hawkfish,"Arceye Hawkfish, Arc-eye hawkfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Urogymnus granulatus,Mangrove whipray,"Mangrove whipray: flat diamond-shaped ray with whip-like tail, smooth body, spiracles behind eyes"
VeryRare,Phyllidiella rosans,Rosans,"Rosans: rounded nudibranch with tubercles on back, often black and pink or yellow patterns"
VeryRare,Circenita callipyga,Callipyga,Callipyga: marine invertebrate found on coral reefs
VeryRare,Grapsus granulosus,Granulosus,Granulosus: marine invertebrate found on coral reefs
VeryRare,Echeneis naucrates,Suckerfish,"Suckerfish, Live sharksucker: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Parupeneus cyclostomus,Yellowsaddle Goatfish,"Yellowsaddle Goatfish, Gold-saddle goatfish, Goldsaddle goatfish: elongated fish with pair of sensory barbels under chin, often pinkish or yellowish"
VeryRare,Urogymnus asperrimus,Porcupine ray,"Porcupine ray: flat diamond-shaped ray with whip-like tail, smooth body, spiracles behind eyes"
VeryRare,Lepidochelys olivacea,Olive Ridley,"Olive Ridley: large sea turtle with heart-shaped shell, non-retractable flippers, rounded head"
VeryRare,Acanthurus mata,Elongate surgeonfish,"Elongate surgeonfish: oval compressed fish with small mouth, often blue or yellow, scalpel-like spine near tail"
VeryRare,Acanthurus thompsoni,Thompson's Surgeonfish,"Thompson's Surgeonfish, Chocolate surgeonfish: oval compressed fish with small mouth, often blue or yellow, scalpel-like spine near tail"
VeryRare,Taenianotus triacanthus,Leaffish,"Leaffish, Leaf scorpionfish: heavily camouflaged fish with venomous spines, elaborate fin rays, mottled coloring"
VeryRare,Myripristis violacea,Violet Soldierfish,"Violet Soldierfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Chaetodon madagaskariensis,Seychelles butterflyfish,"Seychelles butterflyfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Neoniphon sammara,Spotfin Squirrelfish,"Spotfin Squirrelfish, Sammara squirrelfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Trachinotus baillonii,Pompano,"Pompano, Small spotted dart, Smallspotted dart: powerful silvery fish with forked tail, streamlined body, large eyes"
VeryRare,Echidna nebulosa,Snowflake moray,"Snowflake moray, Starry Moray: snake-like body, no pectoral fins, constantly gaping mouth showing teeth, patterns vary"
VeryRare,Sargocentron diadema,Crown squirrelfish,"Crown squirrelfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Dascyllus aruanus,Whitetail Damselfish,"Whitetail Damselfish, Whitetail dascyllus: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Conus locumtenens,vice admiral cone,vice admiral cone: marine invertebrate found on coral reefs
VeryRare,Tylothais savignyi,Savignyi,Savignyi: marine invertebrate found on coral reefs
VeryRare,Conus nussatella,Nussatella cone,Nussatella cone: marine invertebrate found on coral reefs
VeryRare,Podophthalmus vigil,sentinel crab,"sentinel crab: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Labroides bicolor,Bicolored Cleaner Wrasse,"Bicolored Cleaner Wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Cephalopholis leopardus,Leopard Grouper,"Leopard Grouper, Leopard hind: robust stocky fish with large mouth, mottled coloring, heavy body"
VeryRare,Chromis fieldi,Fieldi,"Fieldi: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Platax orbicularis,Spadefish,"Spadefish, Orbicular batfish: tall disc-shaped fish with elongated dorsal and anal fins, often silvery with dark bands"
VeryRare,Goniobranchus gleniei,Gleniei,"Gleniei: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Geograpsus grayi,Grayi,Grayi: marine invertebrate found on coral reefs
VeryRare,Phyllidiella striata,Striata,"Striata: rounded nudibranch with tubercles on back, often black and pink or yellow patterns"
VeryRare,Chromodoris africana,African Rainbow Dorid,"African Rainbow Dorid: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Callista florida,Florida,Florida: marine invertebrate found on coral reefs
VeryRare,Circe rivularis,Rivularis,Rivularis: marine invertebrate found on coral reefs
VeryRare,Harpiliopsis depressa,Flattened Shrimp,"Flattened Shrimp: translucent shrimp with long antennae, often with colored markings"
VeryRare,Chlorodiella nigra,Nigra,Nigra: marine invertebrate found on coral reefs
VeryRare,Epinephelus polyphekadion,Marbled Grouper,"Marbled Grouper, Camouflage grouper: robust stocky fish with large mouth, mottled coloring, heavy body"
VeryRare,Plagiotremus rhinorhynchos,Bluestriped Fangblenny,"Bluestriped Fangblenny: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Abudefduf septemfasciatus,Banded Sergeant,"Banded Sergeant: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Goniobranchus annulatus,Spectacled Rainbow Dorid,"Spectacled Rainbow Dorid: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Thalamita crenata,crenate swimming crab,"crenate swimming crab: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Naso unicornis,Brown Unicornfish,"Brown Unicornfish, Bluespine unicornfish: oval compressed fish with small mouth, often blue or yellow, scalpel-like spine near tail"
VeryRare,Spondylus spinosus,red thorny oyster,red thorny oyster: marine invertebrate found on coral reefs
VeryRare,Aprion virescens,Grey Jobfish,"Grey Jobfish, Green jobfish: medium-sized fish with sloping head profile, often reddish or yellowish, forked tail"
VeryRare,Caesio varilineata,Variable-lined fusilier,"Variable-lined fusilier: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Epinephelus fasciatus,Blacktip Grouper,"Blacktip Grouper, Redbanded grouper: robust stocky fish with large mouth, mottled coloring, heavy body"
VeryRare,Cephalopholis nigripinnis,Duskyfin hind,"Duskyfin hind: robust stocky fish with large mouth, mottled coloring, heavy body"
VeryRare,Circe rugifera,Rugifera,Rugifera: marine invertebrate found on coral reefs
VeryRare,Actaeodes hirsutissimus,Hirsutissimus,Hirsutissimus: marine invertebrate found on coral reefs
VeryRare,Panulirus penicillatus,Pronghorn Spiny Lobster,"Pronghorn Spiny Lobster: spiny lobster with long antennae, no large claws, segmented tail, armored body"
VeryRare,Cheilinus fasciatus,Redbreast wrasse,"Redbreast wrasse, Redbreasted wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Epinephelus coeruleopunctatus,Whitespotted grouper,"Whitespotted grouper: robust stocky fish with large mouth, mottled coloring, heavy body"
VeryRare,Arothron mappa,Map puffer,"Map puffer: rounded fish that can inflate with water, beak-like fused teeth, often spotted"
